text,commands
agrandis la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
amène la apples ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la pomme vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
déplace la bananas ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
bouge la banana vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
déplace la carottes ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
bouge la carrot vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la citrouille ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
bouge la pumpkins vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la spray ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la sprays vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
choisis la pomme cyan.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Cyan'}]"
sélectionne la banana bleu.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Blue'}]"
sélectionne la carotte teal.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Cyan'}]"
sélectionne la citrouilles pink.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Pink'}]"
prends la spray yellow.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Yellow'}]"
déchoisis tout.,"[{'command': 'UnselectCommand', 'parameter': 'All'}]"
enregistre la scène.,"[{'command': 'EventCommand', 'parameter': 'SaveAndQuitGraph'}]"
mets en pause.,"[{'command': 'EventCommand', 'parameter': 'Pause'}]"
fais apparaître un pomme jaune.,"[{'command': 'CreateCommand', 'parameter': 'sven:Apple'}, {'command': 'ColorizeCommand', 'parameter': 'Yellow'}]"
crée un banane cyan.,"[{'command': 'CreateCommand', 'parameter': 'sven:Banana'}, {'command': 'ColorizeCommand', 'parameter': 'Cyan'}]"
spawn une carottes red.,"[{'command': 'CreateCommand', 'parameter': 'sven:Carrot'}, {'command': 'ColorizeCommand', 'parameter': 'Red'}]"
fabrique une pumpkin vert.,"[{'command': 'CreateCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'ColorizeCommand', 'parameter': 'Green'}]"
crée une sprays yellow.,"[{'command': 'CreateCommand', 'parameter': 'sven:Spray'}, {'command': 'ColorizeCommand', 'parameter': 'Yellow'}]"
supprime la apples.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
élimine la banane.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
détruis la carottes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
élimine la citrouille.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
élimine la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
détruis les fruits.,"[{'command': 'SelectCommand', 'parameter': 'sven:Fruit'}, {'command': 'DestroyCommand'}]"
élimine les légumes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Vegetable'}, {'command': 'DestroyCommand'}]"
supprime les food.,"[{'command': 'SelectCommand', 'parameter': 'sven:Food'}, {'command': 'DestroyCommand'}]"
masque la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
montre la pomme.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
dissimule la banana.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la banane.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
dissimule la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
montre la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
cache la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
montre la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
cache la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
grossis la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
rétrécis la pomme.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
augmente la banane.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
rétrécis la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
grossis la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
grossis la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
rétrécis la citrouilles.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
grossis la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
déplace la apples ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
transporte la apple vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
déplace la banane ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
transporte la bananes vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
transporte la carrots ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la carrot vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la pumpkin ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la citrouille vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la sprays ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la spray vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
prends la pomme pink.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Pink'}]"
prends la banane rouge.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Red'}]"
prends la carotte blue.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Blue'}]"
choisis la pumpkin red.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Red'}]"
prends la sprays bleu.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Blue'}]"
déchoisis tout.,"[{'command': 'UnselectCommand', 'parameter': 'All'}]"
save la scène.,"[{'command': 'EventCommand', 'parameter': 'SaveAndQuitGraph'}]"
mets en pause.,"[{'command': 'EventCommand', 'parameter': 'Pause'}]"
fabrique un pomme blue.,"[{'command': 'CreateCommand', 'parameter': 'sven:Apple'}, {'command': 'ColorizeCommand', 'parameter': 'Blue'}]"
fabrique un bananes cyan.,"[{'command': 'CreateCommand', 'parameter': 'sven:Banana'}, {'command': 'ColorizeCommand', 'parameter': 'Cyan'}]"
construis un carottes cyan.,"[{'command': 'CreateCommand', 'parameter': 'sven:Carrot'}, {'command': 'ColorizeCommand', 'parameter': 'Cyan'}]"
ajoute un pumpkins bleu.,"[{'command': 'CreateCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'ColorizeCommand', 'parameter': 'Blue'}]"
génère une sprays red.,"[{'command': 'CreateCommand', 'parameter': 'sven:Spray'}, {'command': 'ColorizeCommand', 'parameter': 'Red'}]"
élimine la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
détruis la bananas.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
efface la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
élimine la citrouille.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
efface la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
détruis les fruits.,"[{'command': 'SelectCommand', 'parameter': 'sven:Fruit'}, {'command': 'DestroyCommand'}]"
élimine les vegetables.,"[{'command': 'SelectCommand', 'parameter': 'sven:Vegetable'}, {'command': 'DestroyCommand'}]"
détruis les nourriture.,"[{'command': 'SelectCommand', 'parameter': 'sven:Food'}, {'command': 'DestroyCommand'}]"
dissimule la apple.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
révèle la apple.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
dissimule la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
dissimule la carrots.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
cache la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
masque la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
élargis la apples.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
rétrécis la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
élargis la banana.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
rétrécis la bananas.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
élargis la carottes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
rétrécis la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
grossis la pumpkin.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la citrouilles.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
élargis la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
déplace la pomme ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
déplace la apples vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
transporte la banana ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
déplace la bananes vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la carrots ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
transporte la carottes vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
amène la pumpkins ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
transporte la pumpkin vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
amène la spray ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la spray vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
choisis la pomme verte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Green'}]"
sélectionne la bananes teal.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Cyan'}]"
sélectionne la carottes teal.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Cyan'}]"
sélectionne la citrouilles bleu.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Blue'}]"
prends la spray red.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Red'}]"
désélectionne tout.,"[{'command': 'UnselectCommand', 'parameter': 'All'}]"
sauvegarder la scène.,"[{'command': 'EventCommand', 'parameter': 'SaveAndQuitGraph'}]"
mets en pause.,"[{'command': 'EventCommand', 'parameter': 'Pause'}]"
génère une apples rose.,"[{'command': 'CreateCommand', 'parameter': 'sven:Apple'}, {'command': 'ColorizeCommand', 'parameter': 'Pink'}]"
fais apparaître un banane rouge.,"[{'command': 'CreateCommand', 'parameter': 'sven:Banana'}, {'command': 'ColorizeCommand', 'parameter': 'Red'}]"
génère un carrot teal.,"[{'command': 'CreateCommand', 'parameter': 'sven:Carrot'}, {'command': 'ColorizeCommand', 'parameter': 'Cyan'}]"
fabrique un pumpkins red.,"[{'command': 'CreateCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'ColorizeCommand', 'parameter': 'Red'}]"
construis une sprays rose.,"[{'command': 'CreateCommand', 'parameter': 'sven:Spray'}, {'command': 'ColorizeCommand', 'parameter': 'Pink'}]"
détruis la apple.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
détruis la banana.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
efface la carottes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
supprime la citrouilles.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
détruis la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
supprime les fruit.,"[{'command': 'SelectCommand', 'parameter': 'sven:Fruit'}, {'command': 'DestroyCommand'}]"
détruis les vegetables.,"[{'command': 'SelectCommand', 'parameter': 'sven:Vegetable'}, {'command': 'DestroyCommand'}]"
détruis les food.,"[{'command': 'SelectCommand', 'parameter': 'sven:Food'}, {'command': 'DestroyCommand'}]"
masque la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
montre la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
masque la bananas.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
révèle la banana.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
masque la carottes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
masque la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
cache la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
montre la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
élargis la apples.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
élargis la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la banana.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
grossis la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
élargis la citrouilles.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
grossis la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
transporte la pommes ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
bouge la pomme vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
amène la bananes ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
bouge la bananas vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
transporte la carotte ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
déplace la carrot vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
déplace la pumpkin ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
bouge la citrouilles vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
transporte la spray ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
transporte la sprays vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
